"case","biden_therm","trump_therm","age","race6","income","lostjob","econperc","pid7","abortion","female","religion"
313911,40,50,76,1,6,0,0.25,5,1,"female","Roman Catholic"
313928,50,0,21,3,5,1,0.25,1,4,"not_female","Not religious"
313966,85,0,79,1,17,1,0.25,0,7,"female","Mainline Protestant"
314006,40,0,41,3,8,1,0,2,7,"female","Not religious"
314020,30,30,30,2,1,1,0.5,4,7,"not_female","Roman Catholic"
314051,60,0,56,1,17,0,0.5,0,4,"not_female","Not religious"
314112,0,100,49,1,13,0,0.75,1,1,"not_female","Evangelical Protestant"
314136,50,50,43,1,17,1,0,4,5,"female","Roman Catholic"
314174,100,0,49,4,16,0,0.5,1,7,"not_female","Not religious"
314198,60,50,20,1,1,1,0.5,3,4,"not_female","Mainline Protestant"
314228,30,70,63,1,1,1,0.75,4,4,"female","Other Christian"
314235,70,0,57,2,2,1,0,0,4,"not_female","Mainline Protestant"
314266,85,0,48,1,22,1,0,2,7,"female","Mainline Protestant"
314273,70,0,58,2,9,0,0,0,6,"not_female","Undifferentiated Protestant"
314297,85,0,68,1,13,0,0,0,7,"not_female","Not religious"
314327,50,50,27,5,3,1,0.5,3,4,"female",NA
314372,100,0,41,1,6,1,0.5,5,4,"female","Evangelical Protestant"
314402,85,0,62,1,10,1,0,0,7,"female","Mainline Protestant"
314419,0,100,NA,1,10,0,0.75,6,1,"female","Other Christian"
314433,85,0,58,6,20,1,0,2,7,"female","Not religious"
314440,60,15,80,1,6,0,0.5,1,4,"not_female","Roman Catholic"
314471,75,0,35,1,21,0,0.25,0,7,"not_female","Not religious"
314518,0,100,66,1,11,1,0.5,5,1,"female","Mainline Protestant"
314532,30,30,66,1,8,0,0.25,2,2,"female","Roman Catholic"
314549,40,0,71,1,22,0,0,0,7,"not_female","Jewish"
314556,80,2,80,1,9,0,0,2,6,"female","Mainline Protestant"
314587,0,100,34,1,5,0,0.75,6,6,"female","Evangelical Protestant"
314594,50,85,63,1,11,0,0.75,5,4,"not_female","Evangelical Protestant"
314617,60,10,23,1,10,0,0,2,7,"not_female","Roman Catholic"
314631,0,80,63,1,6,0,0.75,6,4,"not_female","Roman Catholic"
314679,70,0,59,1,10,0,0.25,0,7,"female","Not religious"
314693,30,90,43,1,18,1,0,6,4,"female","Not religious"
314716,15,85,69,1,22,0,0.25,4,1,"not_female","Not religious"
314754,40,55,37,1,1,1,0,6,6,"not_female","Not religious"
314785,0,100,51,1,22,0,0.5,6,1,"not_female","Evangelical Protestant"
314792,0,85,69,1,19,1,0.25,5,4,"not_female","Other Christian"
314822,75,0,24,1,6,1,0,0,7,"female","Not religious"
314884,85,0,62,2,20,0,0,0,4,"female","Evangelical Protestant"
314891,85,0,61,1,18,1,0,0,7,"female","Not religious"
314945,0,90,69,1,18,0,0.5,6,6,"female","Mainline Protestant"
314969,0,100,46,1,12,1,0,6,2,"female","Mainline Protestant"
315054,0,85,72,1,10,0,0.5,5,1,"not_female","Mainline Protestant"
315092,60,70,30,3,2,0,0.25,4,4,"female","Other Christian"
315115,0,100,66,1,3,1,0,6,2,"not_female","Other Christian"
315139,80,0,26,6,6,0,0,0,7,"female","Other religion"
315146,0,100,66,3,5,0,0.5,4,1,"female","Undifferentiated Protestant"
315207,50,50,60,1,1,0,0.5,3,4,"female","Not religious"
315245,70,60,54,1,17,0,0.25,4,3,"not_female","Evangelical Protestant"
315276,50,NA,74,2,15,1,0,0,7,"female","Not religious"
315351,70,30,39,1,17,1,0,3,4,"female","Other Christian"
315399,NA,NA,NA,1,22,1,0.25,5,6,"not_female","Jewish"
315429,0,100,60,3,4,1,1,6,7,"female","Evangelical Protestant"
315436,0,60,22,1,4,1,0.5,3,4,"not_female","Evangelical Protestant"
315481,60,15,69,1,22,0,0,3,6,"not_female","Not religious"
315504,30,60,59,1,4,NA,0.5,5,2,"female","Roman Catholic"
315511,100,0,65,1,18,0,0,2,4,"female","Other Christian"
315528,70,85,50,4,10,0,0.25,5,4,"female","Other religion"
315535,15,90,50,1,18,0,0.25,6,4,"female","Roman Catholic"
315559,50,70,23,1,4,1,1,3,4,"not_female","Not religious"
315597,85,0,55,2,NA,0,0.5,2,4,"not_female","Undifferentiated Protestant"
315603,85,0,57,1,19,0,0.25,0,7,"female","Mainline Protestant"
315610,80,0,56,1,22,1,0,1,5,"not_female","Roman Catholic"
315641,70,0,70,1,5,0,0,0,2,"female","Mainline Protestant"
315696,0,0,38,5,8,1,0,0,7,"female","Other religion"
315757,0,100,75,1,1,0,0,6,1,"female","Roman Catholic"
315764,100,0,36,4,20,0,0.25,0,4,"female","Mainline Protestant"
315788,15,65,49,1,18,1,0.5,4,4,"not_female","Evangelical Protestant"
315801,0,85,28,6,10,0,0.75,5,4,"not_female","Other Christian"
315870,30,0,56,1,NA,NA,0,3,6,"not_female","Jewish"
315887,60,0,28,1,7,0,0.5,0,7,"female","Not religious"
315917,100,0,69,1,6,0,0,0,3,"female","Mainline Protestant"
315924,100,0,67,1,8,1,0.25,0,7,"female","Roman Catholic"
315955,85,0,18,3,2,0,0.25,2,7,"female","Other Christian"
315993,60,0,80,1,20,1,0,3,4,"female","Not religious"
316002,0,40,36,1,18,0,0.5,4,6,"not_female","Not religious"
316019,100,0,74,NA,NA,NA,0.5,0,7,NA,NA
316040,NA,NA,66,1,4,0,1,6,4,"female","Not religious"
316064,95,0,41,3,1,1,0.5,0,2,"female","Roman Catholic"
316071,60,0,29,6,1,0,0.5,0,7,"female","Black Protestant"
316088,85,0,42,1,2,0,0.5,3,6,"female","Mainline Protestant"
316095,60,0,74,1,15,0,0,3,7,"not_female","Not religious"
316187,85,NA,33,2,1,1,0.5,0,7,"female","Mainline Protestant"
316224,70,0,33,2,16,1,0,1,6,"female","Evangelical Protestant"
316248,NA,NA,56,6,5,0,0.5,0,7,"female","Roman Catholic"
316255,100,0,61,2,7,1,1,1,6,"female","Mainline Protestant"
316262,15,85,29,3,15,1,0,6,1,"female","Other Christian"
316286,70,0,47,1,9,1,0,2,5,"not_female","Not religious"
316316,50,0,51,5,1,0,0.5,3,7,"female","Other religion"
316330,30,70,24,1,7,1,0.75,1,1,"female","Other Christian"
316354,85,0,66,1,20,1,0,0,7,"female","Not religious"
316392,67,0,53,1,11,1,0,1,7,"not_female","Not religious"
316446,50,NA,57,1,2,0,0,1,4,"female","Mainline Protestant"
316453,0,100,49,1,18,0,0.25,6,4,"female","Roman Catholic"
316460,80,0,46,1,18,0,0.5,1,7,"not_female","Undifferentiated Protestant"
316477,60,0,37,1,1,1,0,2,4,"not_female","Other religion"
316507,80,0,39,1,20,0,0,0,7,"not_female","Jewish"
316521,60,0,18,1,13,1,0,3,7,"female","Not religious"
316576,95,0,79,1,20,1,0,0,7,"not_female","Mainline Protestant"
316590,70,30,39,1,17,0,0,1,7,"not_female","Not religious"
316644,0,100,67,1,4,1,1,6,1,"female","Undifferentiated Protestant"
316682,85,0,NA,1,18,0,0,0,7,"female","Roman Catholic"
316699,0,85,40,1,20,1,0.25,6,7,"female","Evangelical Protestant"
316705,100,0,36,2,3,1,0,3,4,"not_female","Evangelical Protestant"
316729,100,0,65,3,15,0,0,1,4,"female","Roman Catholic"
316736,70,15,31,1,7,1,0.25,0,7,"female","Not religious"
316750,100,0,71,6,6,1,0,2,7,"female","Other religion"
316767,85,0,23,1,22,1,0,1,7,"female","Other Christian"
316774,95,0,75,1,11,0,0,2,6,"not_female","Not religious"
316828,85,0,29,1,22,1,0,0,7,"female","Not religious"
316835,40,0,26,3,6,1,0,2,6,"female","Not religious"
316873,15,100,41,1,18,0,0.5,6,4,"female","Mainline Protestant"
316880,0,70,57,1,1,0,0.5,3,4,"not_female","Evangelical Protestant"
316897,70,70,59,1,20,1,0.75,1,3,"not_female","Roman Catholic"
316903,NA,NA,NA,NA,17,0,0.5,3,4,"female",NA
316927,30,85,23,1,5,0,0.75,5,4,"not_female","Other Christian"
316958,0,100,25,1,7,0,0.25,6,2,"not_female","Roman Catholic"
316989,85,30,57,2,21,0,0,0,6,"not_female","Mainline Protestant"
317012,85,0,66,1,17,1,0,0,7,"not_female","Jewish"
317029,NA,NA,80,1,16,0,0.5,0,7,"female","Roman Catholic"
317036,85,30,58,2,17,0,0.5,1,4,"female","Black Protestant"
317043,NA,50,38,1,22,0,0,3,4,"female","Roman Catholic"
317128,NA,NA,NA,1,6,0,1,6,7,"female","Roman Catholic"
317166,85,0,54,1,21,1,0,0,7,"female","Not religious"
317197,0,100,57,1,22,0,1,6,1,"not_female","Evangelical Protestant"
317227,0,85,77,1,22,0,1,6,1,"not_female","Mainline Protestant"
317234,60,0,40,1,17,0,0.25,1,5,"not_female","Mainline Protestant"
317357,40,0,58,2,4,1,0,0,7,"female","Mainline Protestant"
317371,0,100,70,1,10,0,1,6,6,"not_female","Other Christian"
317418,NA,60,35,4,22,0,0.75,4,4,"female","Roman Catholic"
317449,70,0,50,1,3,1,0,1,6,"not_female","Not religious"
317463,100,0,66,4,17,0,0.5,0,7,"not_female","Other Christian"
317470,0,85,80,1,6,0,0.75,3,4,"not_female","Mainline Protestant"
317555,100,0,58,1,20,1,0,0,7,"female","Mainline Protestant"
317586,70,0,47,1,13,0,0,0,7,"not_female","Not religious"
317630,85,0,29,1,7,0,0.5,0,6,"not_female","Evangelical Protestant"
317685,100,0,60,1,9,0,0,0,6,"female","Other religion"
317692,11,100,74,1,11,0,0.25,6,1,"not_female","Evangelical Protestant"
317708,0,90,49,1,15,0,0.25,5,4,"female","Roman Catholic"
317715,85,30,73,1,18,0,0,2,4,"not_female","Roman Catholic"
317739,40,70,40,1,22,1,0.75,5,3,"not_female","Other Christian"
317777,15,85,52,1,22,1,1,6,3,"not_female","Other Christian"
317821,0,100,69,1,4,0,1,4,1,"female","Evangelical Protestant"
317845,60,0,36,4,5,1,0,1,7,"female","Other Christian"
317869,40,100,52,4,17,0,1,4,2,"female","Undifferentiated Protestant"
317890,25,75,53,1,1,1,0.25,5,4,"female","Other Christian"
317906,0,100,35,1,1,1,0,3,4,"female","Evangelical Protestant"
317944,0,0,27,2,1,0,0,2,7,"female","Not religious"
317951,60,15,32,1,19,1,0.25,2,7,"not_female","Not religious"
317968,0,100,41,1,16,0,0.25,6,6,"female","Not religious"
318039,85,0,77,2,10,0,0,0,7,"not_female","Evangelical Protestant"
318053,65,1,50,1,1,1,0,3,4,"not_female","Roman Catholic"
318121,45,55,43,1,21,0,0.75,5,2,"female","Roman Catholic"
318138,40,40,NA,5,NA,NA,0.5,3,4,"not_female","Not religious"
318145,15,70,46,1,11,1,0.25,5,4,"female","Roman Catholic"
318169,0,0,80,3,15,1,0,3,4,"female","Not religious"
318206,75,0,36,1,22,0,0,1,7,"female","Not religious"
318275,90,0,48,6,17,1,0,0,7,"not_female","Other religion"
318299,50,0,29,3,11,1,0.5,3,6,"not_female","Not religious"
318329,85,0,66,1,4,1,0,0,5,"not_female","Roman Catholic"
318336,85,0,69,1,5,1,0,0,7,"female","Undifferentiated Protestant"
318343,70,0,80,1,13,0,0,2,7,"not_female","Not religious"
318497,50,60,61,1,5,0,0.5,4,4,"not_female","Mainline Protestant"
318503,50,30,50,4,21,1,0.5,5,4,"female","Not religious"
318527,75,5,39,1,19,1,0,0,7,"not_female","Not religious"
318657,70,0,29,6,15,0,0.25,0,7,"not_female","Not religious"
318688,85,0,66,1,14,0,0.25,2,6,"not_female","Not religious"
318718,30,60,53,1,10,1,0.5,3,4,"female","Mainline Protestant"
318756,85,0,36,3,6,1,0.5,0,7,"female","Other Christian"
318763,0,100,64,1,11,0,0.5,5,4,"not_female","Undifferentiated Protestant"
318848,60,0,35,2,1,0,0.5,1,7,"female","Not religious"
318855,NA,NA,34,1,6,0,0.5,0,6,"not_female","Not religious"
318862,85,0,54,1,15,0,0,0,6,"female","Other Christian"
318909,0,100,28,1,2,1,1,6,1,"female","Evangelical Protestant"
318916,15,100,66,1,21,1,0.25,6,4,"not_female","Roman Catholic"
318923,50,50,32,3,15,0,0.5,3,4,"not_female","Not religious"
318954,10,90,56,1,20,0,0,6,4,"female","Mainline Protestant"
319001,100,0,40,3,10,1,0,0,4,"female","Roman Catholic"
319025,100,0,68,1,19,1,0,0,7,"not_female","Jewish"
319063,0,100,80,1,10,0,0.75,6,2,"not_female","Evangelical Protestant"
319070,70,0,74,1,14,0,0,2,6,"not_female","Mainline Protestant"
319124,85,0,31,1,18,0,0,1,7,"female","Mainline Protestant"
319131,70,0,28,1,7,1,0.25,1,7,"female","Jewish"
319155,85,0,75,1,8,1,0,0,7,"female","Not religious"
319193,0,100,44,1,18,0,0.75,6,4,"not_female","Roman Catholic"
319209,50,0,27,1,4,1,0.5,3,7,"not_female","Not religious"
319223,40,85,74,1,8,0,1,6,6,"female","Undifferentiated Protestant"
319230,85,0,38,1,22,0,0,2,7,"not_female","Roman Catholic"
319278,6,NA,64,1,9,0,0.25,5,4,"not_female","Other Christian"
319315,100,0,56,5,1,0,0.25,0,7,"female","Other Christian"
319322,85,0,72,1,21,0,0,0,6,"not_female","Not religious"
319353,85,0,63,1,17,0,0,0,6,"female","Evangelical Protestant"
319391,85,0,31,1,6,1,0,0,7,"female","Not religious"
319407,15,0,27,1,7,1,0.25,2,7,"female","Other Christian"
319421,NA,NA,58,1,2,0,0.5,1,4,"female","Not religious"
319438,0,100,38,1,4,1,0.25,6,1,"not_female","Evangelical Protestant"
319445,40,85,53,1,17,1,0.5,6,2,"not_female","Roman Catholic"
319452,85,15,58,1,22,1,0.5,2,7,"female","Mainline Protestant"
319476,0,85,51,6,11,0,1,4,2,"not_female","Roman Catholic"
319483,100,0,41,1,12,1,0.25,3,4,"female","Other Christian"
319551,30,85,18,4,21,0,0.5,1,6,"female","Not religious"
319568,60,15,38,1,21,1,0.25,1,5,"female","Mainline Protestant"
319575,100,0,72,1,1,1,0,0,6,"female","Mainline Protestant"
319599,40,70,51,1,18,1,0.5,6,4,"not_female","Other Christian"
319605,0,100,37,1,1,1,0.75,4,4,"not_female","Other Christian"
319650,15,85,76,1,10,0,0.5,5,4,"not_female","Mainline Protestant"
319780,30,15,51,1,21,0,0,2,6,"female","Undifferentiated Protestant"
319797,85,0,80,1,15,1,0,3,NA,"not_female","Mainline Protestant"
319858,85,0,71,1,20,1,0,2,7,"not_female","Not religious"
319865,15,100,21,1,22,0,0.75,6,4,"not_female","Mainline Protestant"
319896,65,0,NA,3,NA,1,0,1,7,"female","Roman Catholic"
319971,40,60,53,1,15,1,0.75,5,4,"female","Other Christian"
319988,85,0,79,1,14,0,0,1,7,"female","Jewish"
320001,15,85,37,1,11,1,0.5,6,2,"not_female","Mainline Protestant"
320018,60,50,74,1,11,0,0.25,4,5,"female","Evangelical Protestant"
320056,100,0,57,1,8,0,0,1,6,"female","Mainline Protestant"
320087,60,50,80,5,1,1,0,3,4,"not_female","Other Christian"
320124,50,60,56,NA,4,0,0.5,5,4,NA,"Evangelical Protestant"
320155,30,70,61,1,14,1,0.5,6,2,"female","Mainline Protestant"
320162,30,85,30,1,15,0,0.5,5,1,"female","Roman Catholic"
320209,60,60,31,3,2,0,0.5,4,7,"not_female","Roman Catholic"
320261,50,70,66,1,20,1,0.75,5,3,"female","Evangelical Protestant"
320278,15,85,74,1,16,0,0.25,4,4,"not_female","Mainline Protestant"
320308,0,100,78,6,13,1,1,4,1,"not_female","Evangelical Protestant"
320315,100,0,28,5,10,1,0.5,0,7,"not_female","Evangelical Protestant"
320322,50,15,78,1,NA,0,0,5,6,"female","Mainline Protestant"
320353,15,85,68,5,11,0,0.25,6,1,"not_female","Undifferentiated Protestant"
320360,85,0,66,1,6,1,0,2,7,"female","Not religious"
320407,60,0,31,3,12,1,0.25,2,7,"female","Undifferentiated Protestant"
320414,40,0,22,1,1,1,0.25,0,7,"female","Undifferentiated Protestant"
320469,85,0,79,1,14,0,0,2,6,"female","Not religious"
320476,100,0,54,1,10,0,0,0,5,"not_female","Not religious"
320490,0,70,51,1,15,0,0,6,7,"female","Undifferentiated Protestant"
320506,30,85,63,1,6,1,0,4,6,"female","Undifferentiated Protestant"
320537,90,0,60,1,8,0,0,0,7,"female","Mainline Protestant"
320544,15,100,63,1,18,0,1,4,1,"female","Other Christian"
320575,0,100,27,1,12,0,0.25,6,4,"not_female","Roman Catholic"
320605,100,0,52,2,14,1,0.25,0,7,"female","Other religion"
320612,60,40,49,1,10,1,0.25,5,7,"female","Roman Catholic"
320636,85,0,38,6,18,1,0.25,0,7,"not_female","Not religious"
320643,0,100,40,1,21,0,0.5,6,2,"female","Roman Catholic"
320667,0,85,32,1,15,0,1,6,7,"not_female","Roman Catholic"
320674,100,0,29,3,16,1,0.5,0,7,"female","Evangelical Protestant"
320681,15,100,79,1,12,1,0.5,4,4,"female","Roman Catholic"
320711,15,85,80,1,22,1,1,6,1,"not_female","Roman Catholic"
320735,0,100,71,1,10,0,0.75,6,1,"female","Evangelical Protestant"
320742,70,40,24,1,6,0,0.5,1,7,"female","Mainline Protestant"
320773,50,60,44,1,9,0,0,3,4,"female","Not religious"
320803,15,60,59,1,20,1,0.75,4,4,"not_female","Roman Catholic"
320810,0,70,NA,NA,10,1,0.75,NA,1,NA,NA
320865,70,0,38,1,11,0,0.25,2,7,"female","Not religious"
320896,15,75,36,1,20,0,0.25,5,2,"female","Other Christian"
320926,30,85,60,1,2,0,0.25,4,2,"not_female","Evangelical Protestant"
320940,0,0,38,1,5,1,0.25,3,6,"not_female","Not religious"
320995,85,60,39,1,7,1,0,2,4,"female","Other Christian"
321004,0,100,71,1,19,0,0,6,6,"female","Mainline Protestant"
321035,NA,NA,29,3,4,1,0.75,3,4,"not_female","Roman Catholic"
321042,0,60,42,6,18,0,0.5,6,6,"not_female","Evangelical Protestant"
321066,60,50,80,4,18,0,0.25,0,1,"not_female","Mainline Protestant"
321103,95,0,52,1,22,1,0,0,7,"female","Jewish"
321134,50,0,49,2,10,1,0.25,0,4,"not_female","Undifferentiated Protestant"
321141,0,85,69,1,17,0,0.5,6,4,"not_female","Mainline Protestant"
321226,NA,85,60,1,1,0,0.25,1,5,"not_female","Other Christian"
321271,100,0,69,1,22,0,0,0,6,"female","Not religious"
321288,0,100,69,6,17,0,0.5,4,6,"female","Other religion"
321301,40,60,27,1,8,0,1,5,6,"female","Undifferentiated Protestant"
321325,60,50,30,2,1,0,0.5,0,4,"female","Other Christian"
321332,100,0,56,2,10,1,0,0,4,"female","Evangelical Protestant"
321356,15,70,33,1,14,1,0.75,6,2,"female","Evangelical Protestant"
321394,50,50,36,1,2,0,0.5,3,4,"female","Mainline Protestant"
321400,85,0,65,6,7,1,0,0,6,"female","Undifferentiated Protestant"
321424,60,0,51,1,14,0,0,0,5,"female","Mainline Protestant"
321431,75,0,73,1,7,1,0.5,2,6,"female","Not religious"
321448,NA,70,79,1,NA,0,0.5,3,NA,"not_female","Mainline Protestant"
321462,15,80,20,1,7,0,0,6,4,"not_female","Undifferentiated Protestant"
321493,50,50,24,1,8,1,0.75,5,1,"female","Other Christian"
321509,60,60,20,1,1,1,0,4,4,"not_female","Not religious"
321516,65,0,35,1,20,1,0,3,7,"not_female","Evangelical Protestant"
321585,30,70,23,1,9,0,1,4,4,"female","Other Christian"
321592,75,0,57,1,16,1,0,2,7,"female","Not religious"
321608,75,30,66,1,6,0,0.25,2,6,"not_female","Not religious"
321622,0,100,62,4,4,1,0.75,4,3,"not_female","Not religious"
321677,90,0,65,1,20,0,0.75,1,7,"female","Other Christian"
321691,100,0,67,1,3,1,0.25,2,5,"female","Other Christian"
321813,70,60,49,1,3,0,0.5,3,4,"not_female","Not religious"
321820,30,60,36,1,21,0,0.25,4,6,"female","Roman Catholic"
321851,40,70,27,1,6,0,0.25,5,4,"not_female","Roman Catholic"
321868,20,75,26,1,11,1,0,4,4,"female","Other Christian"
321905,0,100,59,1,11,1,1,6,4,"not_female","Mainline Protestant"
321943,15,15,61,1,3,0,0.5,3,4,"female","Not religious"
321974,100,0,30,1,10,0,0.5,0,7,"not_female","Jewish"
322021,100,0,25,2,18,0,0,0,7,"female","Evangelical Protestant"
322038,100,0,38,1,19,0,0,0,4,"not_female","Roman Catholic"
322083,30,60,51,1,22,1,0.5,3,5,"female","Evangelical Protestant"
322137,15,100,80,1,12,0,0.5,6,7,"female","Evangelical Protestant"
322182,50,100,NA,NA,10,NA,NA,NA,NA,"not_female",NA
322199,30,70,80,1,6,0,1,4,5,"not_female","Roman Catholic"
322243,70,15,NA,1,NA,1,0,3,7,"not_female","Undifferentiated Protestant"
322267,0,100,37,1,13,0,1,6,7,"female","Not religious"
322274,0,90,43,1,19,0,1,6,1,"female","Evangelical Protestant"
322281,100,0,65,1,2,0,0.25,0,7,"not_female","Mainline Protestant"
322328,85,0,76,2,5,1,0,1,6,"female",NA
322335,0,100,56,1,1,0,1,6,1,"female","Other Christian"
322366,80,0,39,3,20,1,0,0,7,"not_female","Not religious"
322380,70,15,40,1,6,1,0.25,2,4,"not_female","Other Christian"
322465,70,NA,80,6,10,0,0.25,6,1,"female","Roman Catholic"
322526,NA,NA,27,1,1,0,0.5,3,4,"female","Roman Catholic"
322533,15,80,36,1,20,0,0.5,6,1,"female","Roman Catholic"
322540,10,60,28,1,19,0,0.75,5,4,"not_female","Roman Catholic"
322564,85,0,NA,NA,NA,1,0,NA,4,"not_female",NA
322632,60,0,62,5,22,0,0,0,7,"female","Roman Catholic"
322649,70,0,59,1,19,0,0.5,4,7,"not_female","Not religious"
322656,70,15,74,1,15,1,0,6,6,"not_female","Roman Catholic"
322694,85,15,71,1,7,0,0,2,6,"not_female","Not religious"
322700,70,0,28,6,5,0,0,2,6,"not_female","Other religion"
322755,85,0,44,1,15,1,0,1,6,"female","Evangelical Protestant"
322762,85,0,45,1,19,1,0,0,7,"not_female","Not religious"
322786,80,10,80,1,6,0,0,1,7,"female","Not religious"
322816,15,95,59,1,13,0,0,6,1,"not_female","Evangelical Protestant"
322830,90,5,69,1,11,1,0,2,7,"not_female","Mainline Protestant"
322847,85,0,47,2,7,1,0,1,4,"female","Black Protestant"
322854,0,100,60,1,15,1,0.75,6,1,"female","Evangelical Protestant"
322861,70,15,39,1,22,0,0,1,6,"female","Mainline Protestant"
322892,15,100,80,1,1,1,0.25,6,2,"not_female","Evangelical Protestant"
322946,30,90,58,1,18,0,1,6,1,"not_female","Evangelical Protestant"
322984,40,85,62,1,7,0,0,4,1,"not_female","Mainline Protestant"
323000,85,0,48,2,6,1,0,0,6,"female","Not religious"
323017,30,50,35,1,21,1,0,6,4,"not_female","Roman Catholic"
323024,85,40,43,2,8,1,1,0,1,"not_female","Mainline Protestant"
323062,0,70,48,1,10,0,0.5,5,4,"not_female","Evangelical Protestant"
323093,96,0,37,6,1,1,0,2,7,"female","Not religious"
323123,85,0,43,1,17,1,0,0,7,"not_female","Not religious"
323147,85,0,53,1,22,0,0,0,7,"female","Not religious"
323154,100,100,59,2,12,1,0,0,4,"not_female","Evangelical Protestant"
323222,70,0,24,2,1,1,0,0,4,"female","Evangelical Protestant"
323253,100,0,80,1,1,0,0.25,0,7,"not_female","Roman Catholic"
323284,85,0,55,1,15,1,0,1,7,"not_female","Roman Catholic"
323338,85,50,50,2,6,0,0.25,3,4,"female","Evangelical Protestant"
323352,70,0,22,3,2,0,0,2,7,"female","Mainline Protestant"
323376,0,100,57,3,17,0,0.25,3,1,"not_female","Evangelical Protestant"
323383,100,0,78,6,1,0,1,0,1,"female","Other Christian"
323420,70,0,20,3,8,1,0,1,7,"female","Jewish"
323437,50,60,79,1,1,0,0.5,3,4,"not_female","Not religious"
323482,30,70,42,1,22,1,0.5,5,4,"not_female","Not religious"
323543,70,0,55,2,1,0,0.25,0,7,"not_female","Evangelical Protestant"
323598,0,100,18,1,1,0,0.25,6,4,"not_female","Evangelical Protestant"
323611,80,35,18,3,10,1,0.25,2,4,"female","Evangelical Protestant"
323642,30,50,NA,1,17,0,0.75,3,4,"female","Mainline Protestant"
323697,50,0,36,4,19,1,0.5,0,7,"not_female","Other religion"
323703,0,100,57,1,1,0,0.75,6,2,"not_female","Other Christian"
323734,NA,0,61,1,22,0,0,1,7,"female","Roman Catholic"
323789,60,0,21,3,7,1,0,1,7,"female","Not religious"
323819,75,25,54,1,15,0,0,5,1,"not_female","Evangelical Protestant"
323857,30,85,38,1,20,0,0,6,4,"not_female","Roman Catholic"
323888,85,0,73,1,10,0,0.25,0,7,"not_female","Roman Catholic"
323901,80,0,39,1,5,1,0,0,7,"female","Not religious"
323918,15,85,67,1,10,0,0.5,4,6,"female","Not religious"
323925,0,100,75,1,12,0,0,6,4,"not_female","Mainline Protestant"
323932,40,85,74,1,8,0,0.25,6,2,"female","Mainline Protestant"
323949,40,15,45,1,19,0,0.5,6,1,"not_female","Evangelical Protestant"
323956,70,0,39,2,6,1,0.75,0,4,"female","Black Protestant"
324034,40,85,80,1,8,0,0.75,6,4,"female","Mainline Protestant"
324058,40,85,74,1,1,1,0.5,5,4,"female","Mainline Protestant"
324096,85,15,41,1,18,0,0.25,1,6,"female","Roman Catholic"
324133,100,NA,50,3,1,0,1,0,7,"female","Evangelical Protestant"
324171,0,0,32,3,14,1,0,3,4,"not_female","Not religious"
324249,15,70,47,4,10,0,0.75,4,4,"not_female","Not religious"
324263,100,0,46,2,1,1,0,0,7,"female","Evangelical Protestant"
324287,75,0,62,1,11,1,0,0,7,"female","Not religious"
324324,90,0,45,1,21,0,0,1,5,"not_female","Not religious"
324379,10,0,52,2,19,1,0.5,0,7,"female","Evangelical Protestant"
324393,15,100,52,2,11,0,1,6,4,"female","Roman Catholic"
324461,85,0,70,1,8,1,0,3,4,"female","Evangelical Protestant"
324508,60,0,52,1,22,1,0,4,7,"not_female","Roman Catholic"
324515,0,85,74,1,22,0,0.75,6,1,"not_female","Mainline Protestant"
324522,60,30,66,1,15,0,0.5,0,4,"female","Mainline Protestant"
324539,10,15,66,1,22,1,0,0,7,"female","Roman Catholic"
324607,85,0,70,1,21,0,0,0,7,"female","Mainline Protestant"
324614,35,0,18,1,20,0,0,2,7,"not_female","Not religious"
324638,60,30,24,1,2,0,0.25,4,7,"female","Other religion"
324652,15,30,55,2,17,0,0.25,1,6,"not_female","Not religious"
324737,100,0,53,6,15,1,0,0,7,"female","Undifferentiated Protestant"
324812,0,100,40,1,17,0,0.75,6,1,"not_female","Not religious"
324829,70,0,39,3,16,1,0.5,0,6,"not_female","Roman Catholic"
324850,80,0,NA,1,16,1,0,0,6,"female","Undifferentiated Protestant"
324881,0,85,52,1,20,0,0.5,4,4,"female","Other Christian"
324898,30,70,54,1,18,0,0.75,4,NA,"female","Undifferentiated Protestant"
324904,85,5,39,1,17,0,0.25,2,4,"female","Roman Catholic"
324911,50,50,64,1,4,0,0.25,3,6,"not_female","Other Christian"
324980,85,100,30,3,1,0,1,6,7,"female","Mainline Protestant"
324997,100,0,31,2,9,1,0,0,5,"female","Other Christian"
325044,0,100,37,1,6,0,1,6,1,"not_female","Mainline Protestant"
325068,100,0,40,2,1,0,0.5,2,6,"not_female","Evangelical Protestant"
325112,60,40,80,1,17,0,0.25,5,2,"not_female","Mainline Protestant"
325129,85,0,62,1,19,1,0.25,1,6,"not_female","Other Christian"
325136,15,0,33,1,4,1,0.5,1,7,"not_female","Jewish"
325204,60,15,37,1,17,0,0.5,1,5,"not_female","Roman Catholic"
325228,0,100,52,1,17,0,0.5,6,1,"female","Undifferentiated Protestant"
325235,50,0,48,2,8,0,0,0,4,"not_female","Other Christian"
325266,0,100,36,1,8,0,1,6,1,"not_female","Other Christian"
325273,0,70,33,1,17,0,0.75,4,4,"female","Evangelical Protestant"
325297,85,40,68,1,2,0,0,0,3,"female","Mainline Protestant"
325310,100,0,65,2,3,0,0,2,7,"female","Undifferentiated Protestant"
325358,30,70,51,3,12,0,0.75,5,4,"not_female","Roman Catholic"
